eventUUID,eventTitle,a_title,startDate,startTime,endDate,endTime,untiID,feedbackQuestionID,question,value,data,Unnamed: 12,Unnamed: 13,Unnamed: 14
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145353,43,"Чему новому, как вам кажется, вы научились?","Познакомилась с работой интенсива.
Разобралась с платформой (личный кабинет, программа, запись, цифровой след)
Узнала об управлении проектами (проект, его цикл, концепция, планирование)",,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145353,55,Была ли в этом ценность и в чем она выражается?,"Да, стало понятно, как будет строиться работа в сетевом проектном модуле Университет 20.35",,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145353,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?","Я получила ответы на свои вопросы, до того как успела их составить. 
Выданный материал был четок и понятен.",,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145863,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",6,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145863,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",Объяснение что к чему,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145863,43,"Чему новому, как вам кажется, вы научились?","Познакомился с Университет 20.35 и SfeduNet, узнал где искать курсы для обучения",,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145863,55,Была ли в этом ценность и в чем она выражается?,Да. Я теперь я знаю направление для самообразования,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145863,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",Приятные лекторы,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,114371,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",10,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,114371,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",*,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,114371,43,"Чему новому, как вам кажется, вы научились?",*,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,114371,55,Была ли в этом ценность и в чем она выражается?,*,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,114371,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",*,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,147443,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",7,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,147443,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",Просмотр презентации и прослушивание монологов спикеров,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,147443,43,"Чему новому, как вам кажется, вы научились?",,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,147443,55,Была ли в этом ценность и в чем она выражается?,,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,147443,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145442,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",8,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145442,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",*,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145442,43,"Чему новому, как вам кажется, вы научились?",*,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145442,55,Была ли в этом ценность и в чем она выражается?,*,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145442,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",*,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,77356,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",10,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,77356,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,77356,43,"Чему новому, как вам кажется, вы научились?",,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,77356,55,Была ли в этом ценность и в чем она выражается?,,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,77356,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,82457,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",10,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,82457,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,82457,43,"Чему новому, как вам кажется, вы научились?",,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,82457,55,Была ли в этом ценность и в чем она выражается?,,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,82457,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,143167,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",10,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,143167,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции","1. Вводная информация о проектном интенсиве;
2. разбор этапов интенсива;
3. информации об организации интенсива, его сайтов и способов работ с ним. ",,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,143167,43,"Чему новому, как вам кажется, вы научились?","Я познакомилась с сайтами, где будут проходить мероприятия, поняла принцип работы с ними. ",,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,143167,55,Была ли в этом ценность и в чем она выражается?,"Безусловно! Без данного вводного занятия было бы очень сложно ориентироваться в цифровом пространстве в рамках интенсива, но с помощью занятия удалось разобраться со всем необходимым. ",,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,143167,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?","В ходе занятия я узнала, что представляет собой сайт университета 2035, также познакомилась с важными элементами (такими как ""чекин"", ""цифровой след"", ""рефлексия""). ",,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145981,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",8,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145981,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145981,43,"Чему новому, как вам кажется, вы научились?",,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145981,55,Была ли в этом ценность и в чем она выражается?,,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145981,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,85513,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",10,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,85513,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции","Получили всю установочную информацию для дальнейшей работы, были озвучены важные акценты повышения эффективности, мотивирующие моменты, организационные, имели возможность задать вопросы, однако все было подробно изложено. ",,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,85513,43,"Чему новому, как вам кажется, вы научились?","Я узнала каким образом построены образовательный интенсив, на чем сделаны акценты, мотиваторы, этапы, ценность и т.д. ",,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,85513,55,Была ли в этом ценность и в чем она выражается?,"Ценный опыт участия в новом для себя мероприятии, узнала о том как можно проводить подобное.",,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,85513,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?","Спасибо. Максим Германович и Станислав Алексеевич очень старались, очень подробно и понятно изложили информацию. ",,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145990,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",10,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145990,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции","Мероприятие понравилось, было интересно познакомиться с университетом 20.35 и понять чем мы будем заниматься",,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145990,43,"Чему новому, как вам кажется, вы научились?","В целом, как должна протекать работа с проектом",,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145990,55,Была ли в этом ценность и в чем она выражается?,Что такое продукт проекта и как его сделать максимально полезным,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,145990,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",Все понравилось,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,142656,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",9,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,142656,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",Работа в команде.,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,142656,43,"Чему новому, как вам кажется, вы научились?",Планировать правильно свою работу.,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,142656,55,Была ли в этом ценность и в чем она выражается?,Да. Нова информация как работать над проектом.,,,,
8bf8c86f-ff5c-4f83-9668-8bd512091eb2,Вводное занятие SfeduNet 2.0.,Вводное занятие SfeduNet 2.0.,2020-04-21,15:30:00,2020-04-21,17:00:00,142656,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",Очень важна поддержка наставников.,,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,143167,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",10,,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,143167,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции","Теоретические основы, методики медитации , способы снижения стресса",,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,143167,43,"Чему новому, как вам кажется, вы научились?",В ходе мероприятия я научилась правильным техникам снижения стресса,,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,143167,55,Была ли в этом ценность и в чем она выражается?,"Да, безусловно. Я научилась распознавать ситуации, сигналы, которые наше тело дает при стрессе и способам его снижения. ",,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,143167,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",,,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,145689,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",10,,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,145689,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",,,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,145689,43,"Чему новому, как вам кажется, вы научились?",Новым практикам для регуляции своего состояния,,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,145689,55,Была ли в этом ценность и в чем она выражается?,"Ценность была в том ,что эти практики помогут жить более продуктивно и осознанно",,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,145689,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?","Лишний раз убедилась ,что всё зависит от человека : его состояние ,его ресурсы и он может ими управлять",,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,145981,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",7,,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,145981,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",медитации,,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,145981,43,"Чему новому, как вам кажется, вы научились?",,,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,145981,55,Была ли в этом ценность и в чем она выражается?,ценность в приобретении нового опыта,,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,145981,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",,,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,141948,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",10,,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,141948,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции","Теория + практическое применение различных практик, направленных на ресурсное состояние",,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,141948,43,"Чему новому, как вам кажется, вы научились?",Концентрации и снижению уровня стресса,,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,141948,55,Была ли в этом ценность и в чем она выражается?,"Разумеется. Теперь я могу практиковать управление своим внутренний и внешним состоянием, а также снизить стресс.",,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,141948,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?","Огромное спасибо Елене за такие интересные практики! Надеюсь, что в дальнейшем научусь их применять и приму их в свою жизнь.",,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,144057,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",1,,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,144057,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции","Практические упражнения, теоретический обзор заявленной темы.",,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,144057,43,"Чему новому, как вам кажется, вы научились?","Более детально отслеживать свои чувства и ощущения. Взяла на заметку все практики, которые давали!",,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,144057,55,Была ли в этом ценность и в чем она выражается?,"Очень ценно для меня, очень важно именно практический аспект темы. ",,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,144057,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?","Очень здорово, много практики, очень структурировано, очень много информации, очень круто! ",,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,143002,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",8,,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,143002,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции","Было рассказано о методиках управление ресурсными состояниями, сначала для чего они нужны, потом подробно о некоторых, которые можно было попробовать провести прямо на занятии (медитация 5 минут, визуализации, дыхательные практики).",,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,143002,43,"Чему новому, как вам кажется, вы научились?","Узнала, что такое ресурсными состояния, что ими можно управлять, а так же несколько методик, с помощью которых можно сконцентрироваться, успокоиться, взбодриться и так далее.",,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,143002,55,Была ли в этом ценность и в чем она выражается?,"Была, я научилась методикам, которые планирую применять, например дыхательная практика, помогающая проснуться.",,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,143002,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?","Интересное занятие, жаль что иногда подводила связь",,,,
ec9cb0bf-1daa-4906-b87d-6a3dc72b1688,Занятие 1. Управление ресурсными состояниями,Управление ресурсными состояниями,2020-04-20,15:00:00,2020-04-20,16:30:00,145946,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",9,,,,
