untiID,value,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_skip,sentiment_speech,ner,answer_len,upper_case_word_count,punctuation_count,char_count,word_count,word_density,stopword_count
144178,"Отдельная благодарность за упражнения ""прогрессивная мышечная релаксация"", которые помогли расслабиться!",0,1,0,0,0,0,104,1,4,104,10,9.454545454545455,1
144609,"Я научился новым упражнениям, которые помогут постепенно избавиться от этих барьеров!",0,1,0,0,0,0,85,1,2,85,11,7.083333333333333,2
144609,"Ценность в том, что после сегодняшнего занятия я понял, что у меня тоже может быть барьер, который влияет на мое здоровье",0,1,0,0,0,0,121,1,3,121,21,5.5,11
144609,"Хорошее и подробное занятие, которое помогает помочь найти в себе скрытые барьеры, а они плохо отражаются на нашем здоровье",0,1,0,0,0,0,123,1,2,123,19,6.15,6
143540,Узнали новую информацию по зависимости физического состояния от психоэмоционального напряжения.,0,1,0,0,0,0,95,1,1,95,10,8.636363636363637,2
143540,"Была, узнали интересные моменты психологии.",0,1,0,0,0,0,43,1,2,43,5,7.166666666666667,0
143540,Познакомились с новыми аспектами интеллектуальной психоэмоциональной нагрузки.,0,1,0,0,0,0,78,1,1,78,7,9.75,1
61183,"Я узнал много нового и интересного о подавлении эмоций, о том, как они влияют на тело и на физическое состояние человека. Также я попробовал практику прогрессивно-мышечной релаксации.",0,1,0,0,0,0,183,2,5,183,27,6.535714285714286,11
61183,Подобные практики способствуют  лучшему расслаблению тела перед сном.,0,1,0,0,0,0,69,1,1,69,8,7.666666666666667,1
145989,снимать зажимы,0,1,0,0,0,1,14,0,0,14,2,4.666666666666667,0
145989,да,0,1,0,0,0,1,2,0,0,2,1,1.0,1
145989,Благодарю,0,1,0,0,0,1,9,1,0,9,1,4.5,0
145919,Было очень интересно! ,0,0,1,0,0,0,22,1,1,22,3,5.5,1
124904,Находить причину болей в шее и спине. Отслеживать начало наступления кризисного эмоционального состояния.,0,1,0,0,0,0,105,2,2,105,13,7.5,2
124904,Теперь у меня меньше болит шея)),0,1,0,0,0,0,32,1,2,32,6,4.571428571428571,3
124904,"Лекция очень понравилась, хотелось бы побольше практических техник, возможно похожую лекцию на узкоспециализированную на тему управления эмоциональным состоянием в момент публичных выступлений.",0,1,0,0,0,0,193,1,3,193,22,8.391304347826088,4
83028,"Модели реагирования, индивидуальным особенностям. Представлению о мышечном панцире, мышечных блоках. Снятию зажимов.",0,1,0,0,0,0,116,3,5,116,12,8.923076923076923,1
144609,"Я научился глубже ощущать себя, чтобы войти в море новых скрытых ресурсов",0,1,0,0,0,0,73,1,1,73,12,5.615384615384615,3
144609,"ДА! Я и не подозревал, что то, что я хочу - можно использовать в пути достижения!",0,0,1,0,0,0,81,2,5,81,16,4.764705882352941,8
144609,Я познакомился с техникой анализа себя.,0,1,0,0,0,0,39,1,1,39,6,5.571428571428571,2
144805,Узнала про новые упражнения по целеполаганию,0,1,0,0,0,0,44,1,0,44,6,6.285714285714286,2
144805,"Безусловно, была. Я смогу в дальнейшем использовать это на собственных тренингах.",0,1,0,0,0,0,81,2,3,81,11,6.75,3
144805,"Занятие в общем интересно, рассказывает об основах целеполагания.
Интересно для новичков в этом деле.
Взяла для себя стиль оформления презентации.",0,1,0,0,0,0,146,3,4,146,20,6.9523809523809526,7
144178,Как правильно ставить цели. ,0,1,0,0,0,0,28,1,1,28,4,5.6,1
144178,При выполнении домашнего задания переосмыслила свои жизненные цели.  ,0,1,0,0,0,0,69,1,1,69,8,7.666666666666667,1
144178,Спасибо! О принципах Милтона Эриксона узнала впервые.,0,0,0,0,1,0,53,4,2,53,7,6.625,1
145989,познакомилась с подходом Милтона Эриксона,0,1,0,0,0,0,41,2,0,41,5,6.833333333333333,1
145989,да,0,1,0,0,0,1,2,0,0,2,1,1.0,1
145989,Благодарю!,0,0,0,0,1,1,10,1,1,10,1,5.0,0
83028,Грамотному походу к постановке цели,0,1,0,0,0,0,35,1,0,35,5,5.833333333333333,1
83028,Освоение навыков саморегуляции и релаксации.,0,1,0,0,0,0,44,1,1,44,5,7.333333333333333,1
143239,"Пониманию себя, что нужно разговаривать с самим собой, анализировать свои эмоции",0,1,0,0,0,0,80,1,2,80,11,6.666666666666667,2
143239,"Ценность была, выражена в новых знаниях ",0,1,0,0,0,0,40,1,1,40,6,5.714285714285714,1
144609,"Я научился глубже погружаться в себя, чтобы исправлять самые глубокие переживания",0,1,0,0,0,0,81,1,1,81,11,6.75,3
144609,"Ценность в том, что без этих уроков - я бы переживал еще больше и самое страшное, что не понимал почему",1,0,0,0,0,0,103,1,3,103,20,4.904761904761905,10
144609,"Все чудесно, спасибо большое за занятие! Жду новый занятий:)",0,0,0,0,1,0,60,2,4,60,9,6.0,2
93081,методики борьбы с негативом и методики/медитации к самоосознанию себя,0,1,0,0,0,0,69,0,1,69,9,6.9,4
93081,опыт проработки эмоций,0,1,0,0,0,0,22,0,0,22,3,5.5,0
93081,0,0,1,0,0,0,0,1,0,0,1,1,0.5,0
145989,получила новое знание,0,1,0,0,0,0,21,0,0,21,3,5.25,0
145989,да,0,1,0,0,0,1,2,0,0,2,1,1.0,1
145989,благодарю,0,1,0,0,0,1,9,0,0,9,1,4.5,0
143239,"Проработка ценностей, что для нас важней. Понимание себя, своих эмоций, понимание людей, саморазвитие",0,1,0,0,0,0,101,2,5,101,13,7.214285714285714,3
143239,"Да, в новых знаниях и умениях",0,1,0,0,0,0,29,1,1,29,6,4.142857142857143,2
144609,Я научился правильно выбирать важные для меня вещи,0,1,0,0,0,0,50,1,0,50,8,5.555555555555555,3
144609,"Ценность в том, что теперь я буду больше времени тратить на по-настоящему важные для меня вещи!",0,0,1,0,0,0,95,1,3,95,16,5.588235294117647,8
144609,Хочу продолжения:),0,0,1,0,0,0,18,1,2,18,2,6.0,0
83028,технике работы с эмоциями в коллективе,0,1,0,0,0,0,38,0,0,38,6,5.428571428571429,2
144609,"Я научился лучше находить свой стержень, чтобы быть в ресурсах чаще",0,1,0,0,0,0,67,1,1,67,11,5.583333333333333,5
144609,"Ценность в том, что мой внутренний центр хотел кушать",0,1,0,0,0,0,53,1,1,53,9,5.3,3
144609,Все прекрасно!,0,0,1,0,0,0,14,1,1,14,2,4.666666666666667,1
144805,"Масса новой информации касаемо техник дыхания, упражнений
было интересно услышать мнения других людей об этом",0,1,0,0,0,0,109,1,1,109,15,6.8125,3
144805,"Ценность в мероприятия в новой информации, методике техник, которые можно взять для преподавания курса ""Технологии личностного развития""",0,1,0,0,0,0,136,1,4,136,17,7.555555555555555,4
144805,уже поделилась со своей командой,0,1,0,0,0,0,32,0,0,32,5,5.333333333333333,2
83028,"узнала о таких понятиях, как «заземление», «контейнирование», «центрирование». Научилась их практическому применению для получения внутреннего ресурса",0,1,0,0,0,0,150,1,4,150,16,8.823529411764707,4
144609,Научился правильно ставить цели и планировать их!,0,1,0,0,0,0,49,1,1,49,7,6.125,1
144609,"Даааа, потому что мы всю жизнь ставим цели! ",0,0,1,0,0,1,44,1,2,44,8,4.888888888888889,4
144609,"Очень понравилось изложение. Иногда непонятно что-то, но ведущая всегда помогает на примерах понять всё!",0,0,1,0,0,0,104,2,4,104,14,6.933333333333334,4
78799,да,0,1,0,0,0,1,2,0,0,2,1,1.0,1
78799,да,0,1,0,0,0,1,2,0,0,2,1,1.0,1
78799,да,0,1,0,0,0,1,2,0,0,2,1,1.0,1
83028,Грамотному планированию достижения целей,0,1,0,0,0,0,40,1,0,40,4,8.0,0
83028,Работе с границами и опорами через тело.,0,1,0,0,0,0,40,1,1,40,7,5.0,3
144079,"Создание роликов, презентаций, спикерствование.",0,1,0,0,0,0,47,1,3,47,4,9.4,0
144079,Конечно. Повышение чувства собственной важности,0,1,0,0,0,0,47,2,1,47,5,7.833333333333333,0
144079,Сложно. Рекомендую слушать внимательно спикеров сессий,0,1,0,0,0,0,54,2,1,54,6,7.714285714285714,0
144609,"Закрепили то, что и так понимал и и справил возникшие ошибки!",0,1,0,0,0,1,61,1,2,61,11,5.083333333333333,5
144609,ДАААААААААА!,0,0,1,0,0,1,12,1,1,12,1,6.0,0
144609,"Еще раз благодарю Юлию и Александру за прекрасно проведенное и главное ПРОДУКТИВНОЕ времяпровождение. Они очень помогли и с ними очень интересно!
Спасибо также организаторам за такую возможность!",0,0,0,0,1,0,195,6,3,195,27,6.964285714285714,9
83028,Первой помощи при стрессовых ситуациях,0,1,0,0,0,0,38,1,0,38,5,6.333333333333333,1
144609,Закрепил все!,0,1,0,0,0,0,13,1,1,13,2,4.333333333333333,0
144609,Дааааа,0,1,0,0,0,1,6,1,0,6,1,3.0,0
144609,"Прекрасные психологи! Спасибо Юлии и Александре - они чудесные люди! Шикарные курсы, которые помогли заглянуть в себя. Спасибо организаторам за такую возможность!",0,0,1,0,0,0,162,6,6,162,22,7.043478260869565,4
142533,Координирование собственных действий за короткий промежуток времени.,0,1,0,0,0,0,68,1,1,68,7,8.5,1
142533,"Ценность выражается в том, что данный навык поможет в дальнейшей работе над проектами.",0,1,0,0,0,0,86,1,2,86,13,6.142857142857143,4
142533,"Все организовано на хорошем уровне, доработки не требуются.",0,1,0,0,0,0,59,1,2,59,8,6.555555555555555,3
142486,"Я научилась работать в команде, получила опыт работы над рефлексией",0,1,0,0,0,0,67,1,1,67,10,6.090909090909091,3
142486,"Безусловно. Мы с командой вспомнили какие актуальные проблемы остались в нашем проблеме, обсудили пути их решения. ",0,1,0,0,0,0,115,2,3,115,16,6.764705882352941,4
142486,"Я приобрела новые знания, вместе с командой мы вспомнили весь путь который прошли от момента создания проекта до сегодняшнего дня.",0,1,0,0,0,0,130,1,2,130,20,6.190476190476191,5
142551,Я научилась определять эффективность выполненной работы,0,1,0,0,0,0,55,1,0,55,6,7.857142857142857,1
142551,"Да, я соотнесла своё мнение с мнением команды",0,1,0,0,0,0,45,1,1,45,8,5.0,2
142551,Я приобрела новые знания и освежила старые,0,1,0,0,0,0,42,1,0,42,7,5.25,2
142481,"На данном этапе мы научились анализировать проблемную ситуацию, которая должна быть решена в процессе реализации нашего проекта, а также слаженно работать в нашей проектной группе.",0,1,0,0,0,0,180,1,3,180,25,6.923076923076923,6
142481,"Да, ценность данного этапа работы велика. Этап позволил нам структурировать все мысли по поводу идей и целей проекта. ",0,1,0,0,0,0,118,2,3,118,18,6.2105263157894735,3
142481,Данный этап работы не вызвал сложностей у нашей команды. ,0,1,0,0,0,0,57,1,1,57,9,5.7,2
142480,"Во время мероприятия я, совместно с проектной группой, научилась анализировать проблему, на которой строится наш проект. Мы научились выявлять актуальные проблемы, а также анализировать свои результаты. Также я приобрела навыки слаженной работы в группе. ",0,1,0,0,0,0,255,3,7,255,34,7.285714285714286,7
142480,"Конечно. Данное мероприятие помогло нам определить цели проекта, также поделиться идеями друг с другом. ",0,1,0,0,0,0,104,2,3,104,14,6.933333333333334,1
142480,"Данное мероприятие помогло нам структурировать свои идеи и наметить план работы. Вопросы, которые были поставлены организаторами, помогали нас четко сформулировать цели, проблемы и задачи. ",0,1,0,0,0,0,189,2,5,189,24,7.56,4
75813,Работать в команде. Генерировать идеи. Общаться с заказчиком (формулировать грамотно вопросы заказчику)/,0,1,0,0,0,0,104,3,5,104,12,8.0,2
75813,"Да, мне пригодятся эти знания в будущем.",0,1,0,0,0,0,40,1,2,40,7,5.0,3
75813,"Этот курс даёт нам возможность научиться работать в команде, общаться с заказчиком.",0,1,0,0,0,0,83,1,2,83,12,6.384615384615385,3
76152,"я научилась грамотному распределению внутренних ресурсов на мероприятия,в которых принимаю участие",0,1,0,0,0,0,98,0,1,98,11,8.166666666666666,2
76152,"да,безусловно",0,1,0,0,0,0,13,0,1,13,1,6.5,0
76152,"я очень довольна вебинаром,большое спасибо организаторам за столь важную информацию!",0,0,0,0,1,0,84,0,2,84,10,7.636363636363637,2
81187,"Узнал о том, что такое НТИ, структура НТИ, Матрица НТИ.",0,1,0,0,0,0,55,5,4,55,10,5.0,2
81187,"Конечно! Новые знания, всегда полезно.",0,0,1,0,0,0,38,2,3,38,5,6.333333333333333,1
81187,Курс был интересным и познавательным.,0,0,1,0,0,0,37,1,1,37,5,6.166666666666667,2
144679,Работать в команде. Генерировать идеи. Общаться с заказчиком (формулировать грамотно вопросы заказчику,0,1,0,0,0,0,102,3,3,102,12,7.846153846153846,2
144679,Узнал много нового,0,1,0,0,0,0,18,1,0,18,3,4.5,1
144679,Пообщались с заказчиком и узнали много нового,0,1,0,0,0,0,45,1,0,45,7,5.625,3
143253,"1. Технике про обратную связь ""5 пальцев""
2. Формулу себя",0,1,0,0,0,0,57,2,4,57,10,5.181818181818182,2
143253,"Ценность в атмосфере, созданной ведущей. После мероприятия появилось ощущение сближения с командой, мотивация работать и общаться вне проекта",0,1,0,0,0,0,141,2,3,141,18,7.421052631578948,4
145990,"Я узнала формулу личности, выделила свои основные качества, много говорила о себе.",0,1,0,0,0,0,82,1,3,82,12,6.3076923076923075,3
145990,"В более комфортном восприятии себя, близость к другим участникам",0,1,0,0,0,0,64,1,1,64,9,6.4,3
145990,"я бы посетила еще раз такой же тренинг с другими людьми, мне очень понравилось!",0,0,1,0,0,0,79,0,2,79,14,5.266666666666667,8
143481,"Во время тренинга я освоил наиболее эффективные методы развития коммуникативной компетентности и креативности, сформировал первичные навыки развития компетентного общения и креативной успешной личности. ",0,1,0,0,0,0,203,1,2,203,23,8.458333333333334,4
143481,"Ценность для меня выражается в том что я научился правильно общаться с потребителями, находить компромисс и решать всевозможные проблемы связанные с коммуникацией.",0,1,0,0,0,0,163,1,2,163,22,7.086956521739131,9
143481,Все хорошо. Пожеланий нет.,0,0,1,0,0,0,26,2,2,26,4,5.2,1
124904,Узнала несколько новых теоретических понятий. ,0,1,0,0,0,0,46,1,1,46,5,7.666666666666667,0
124904,Лекция уходила больше в научный подход. Хотелось бы больше практических аспектов поднятой темы. ,0,1,0,0,0,0,96,2,2,96,13,6.857142857142857,4
124904,"Не хватает практикоореинитированности, хотя поднятая тема представляет большой интерес и чрезвычайно актуальна.",0,1,0,0,0,0,111,1,2,111,12,8.538461538461538,2
143239,"Ставить цели, вести дискуссии, искать новые, нестандартные пути решения задач и возникших проблем",0,1,0,0,0,0,97,1,3,97,13,6.928571428571429,1
143239,Ценность была. Приобретенные знания помогут в дальнейшем,0,1,0,0,0,0,56,2,1,56,7,7.0,1
143239,"Да, поделюсь",0,1,0,0,0,0,12,1,1,12,2,4.0,0
143540,Планирование будущих мероприятий,0,1,0,0,0,0,32,1,0,32,3,8.0,0
143540,Договорились о сроках планируемых мероприятий.,0,1,0,0,0,0,46,1,1,46,5,7.666666666666667,1
143540,Полезная встреча для обсуждения стратегии интенсива в рамках ВУЗа.,0,1,0,0,0,0,66,2,1,66,9,6.6,2
90480,"Не совсем понятно, что делать со студенткой, у которой телефон не тянет работу в ВВВ, особенно что делать с предзащитой",0,1,0,0,0,0,119,2,3,119,20,5.666666666666667,9
144609,"Я установил сроки, а значит теперь смогу грамотно распределить свое время для достижения максимального результата в создании проекта.",0,1,0,0,0,0,133,1,2,133,18,7.0,5
144609,"Ценность в том, что без сроков сложно распределять свою деятельность, ведь некоторые аспекты и вопросы в проекте занимают очень много времени. ",0,1,0,0,0,0,143,1,3,143,21,6.5,8
144609,"Само заполнение таблицы Трелло пока сложно освоить, но я стараюсь:)",0,1,0,0,0,0,67,2,3,67,10,6.090909090909091,2
143349,"Стали более ясны дальнейшие задачи работы над проектом, сроки выполнения работ и форматы сдачи",0,1,0,0,0,0,94,1,1,94,14,6.266666666666667,3
143349,ценность в полученной информации,0,1,0,0,0,0,32,0,0,32,4,6.4,1
143349,"качество связи было не очень хорошее, но проведенный вебинар был полезен",0,1,0,0,0,0,72,0,1,72,11,6.0,4
143540,Обсудили важные вопросы и пути выхода из них.,0,1,0,0,0,1,45,1,1,45,8,5.0,2
143540,"Пришли к единомыслию по важным вопросам, касающимся важных этапов интенсива.",0,1,0,0,0,0,76,1,2,76,10,6.909090909090909,2
143540,Осуществили планирование на всё время прохождения интенсива.,0,1,0,0,0,0,60,1,1,60,7,7.5,1
61183,"Ценность заключается в точном определении сроков подготовки проекта к презентабельному виду, подготовки защиты.",0,1,0,0,0,0,111,1,2,111,13,7.928571428571429,2
144178,"Конкретизация дальнейшего плана работы над проектом.
Вопросы и, соответственно, ответы других участников мероприятия помогли прояснить некоторые моменты с работой на платформе и доской Трелло.",0,1,0,0,0,0,192,3,4,192,24,7.68,4
144178,"Ценность заключалась в том, что в мероприятии участвовали студенты. У них была возможность задать интересующие их вопросы. Это способствовало повышению их мотивации в реализации проекта. ",0,1,0,0,0,0,187,3,4,187,25,7.1923076923076925,9
144178,"Комментарии по организации и ведению работы команд помогли выявить ошибки своей команды и своевременно их устранить.
Спасибо огромное, за пояснения и ответы на исключительно ВСЕ вопросы!!! ",0,1,0,0,0,0,189,3,5,189,26,7.0,8
146546,Понял организационные моменты,0,1,0,0,0,0,29,1,0,29,3,7.25,0
146546,"Ценность была, я узнал важную информацию",0,1,0,0,0,0,40,1,1,40,6,5.714285714285714,1
93081,Получили информацию и оценку по работе команды,0,1,0,0,0,0,46,1,0,46,7,5.75,2
93081,0,0,1,0,0,0,0,1,0,0,1,1,0.5,0
136105,"Стало легче ориентироваться на платформе.  Появилось более четкое представление о цифровом следе, как его загружать на платформу.",0,1,0,0,0,0,129,2,3,129,17,7.166666666666667,6
136105,"Получила более четкое представление о структуре платформы, узнала о возможностях данной платформы",0,1,0,0,0,0,97,1,1,97,12,7.461538461538462,3
38848,Поняла где и как загружается цифровой след,0,1,0,0,0,0,42,1,0,42,7,5.25,3
38848,Системность и визуализация изложения,0,1,0,0,0,0,36,1,0,36,4,7.2,1
38848,"Жаль, что не посмотрела этот тренинг ранее)",1,0,0,0,0,0,43,1,2,43,7,5.375,3
67712,Правильно выстраивать рефлексию по проведенным мероприятиям,0,1,0,0,0,0,59,1,0,59,6,8.428571428571429,1
67712,Ценность выражается в приобретенных профессиональных навыках,0,1,0,0,0,0,60,1,0,60,6,8.571428571428571,1
139853,"- как проводить исследование потребителей и конкурентов;
- как в конкретных условиях выбирать маркетинговую стратегию;
- определять целевую аудиторию",0,1,0,0,0,0,149,0,5,149,19,7.45,4
139853,"полученные в ходе мастер-класса знания, маркетинговые инструменты были нами применены в расчетах при анализе конкурентной среды, целевой аудитории и тд.",0,1,0,0,0,0,152,0,4,152,20,7.238095238095238,5
139853,"Было интересно, живо, информативно и наглядно.",0,0,1,0,0,0,46,1,3,46,6,6.571428571428571,2
72158,Узнал много нового о создании серверной компоненты ,0,1,0,0,0,0,51,1,0,51,7,6.375,2
72158,"Ценность содержится очень большая, так как теперь я смогу полноценно выполнит свою работу.",0,1,0,0,0,0,90,1,2,90,13,6.428571428571429,5
72158,"Очень информативная трансляция,получил много новых знаний в сфере сервера, клиента и их совместной работы.",0,1,0,0,0,0,106,1,3,106,14,7.066666666666666,4
145512,Созданию и отладке клиентского и серверного приложения.,0,1,0,0,0,0,55,1,1,55,7,6.875,2
145512,"Рассмотрение нескольких типов серверов, выбор наиболее оптимального, его реализация в ""прямом эфире"".",0,1,0,0,0,0,101,1,5,101,12,7.769230769230769,2
145512,"Очень качественное и наглядное изложение материала, способствующее дальнейшему саморазвитию студентов.",0,1,0,0,0,0,102,1,2,102,10,9.272727272727273,1
96897,"Узнала о новых программных продуктах: Marvelapp, after effects",0,1,0,0,0,0,62,2,2,62,8,6.888888888888889,1
96897,"Новые программы, которые в дальнейшем буду использовать в работе",0,1,0,0,0,0,64,1,1,64,9,6.4,2
144488,созданию контента в программах adobe,0,1,0,0,0,0,36,0,0,36,5,6.0,1
144488,"это очень удобные инструмент для представления частей проекта таких как сайт или другие движущиеся необходимые детали, которые формируют образ презентации проекта и делает её нагляднее",0,1,0,0,0,0,184,0,1,184,25,7.076923076923077,4
144488,"лектор достаточно быстро объяснял из-за этого сложилась общая картина работы в этих программах, но при детальной работе в этих программах возникнут скорее всего сложности",0,1,0,0,0,0,170,0,2,170,24,6.8,6
48258,"Понимание принципов проектирования и анимации интерфейсов, в т.ч. мобильных приложений% использование инструментов для анимирования интерфейсов в программе Figma",0,1,0,0,0,0,161,2,4,161,18,8.473684210526315,4
48258,"Дает понимание процесса анимирования интерфейсов интерактивных прототипов и дизайн-макетов веб-сайтов и мобильных приложений, сокращение затрат ресурсов (временных, интеллектуальных) для получения лучших практик в этой области",0,1,0,0,0,0,226,1,6,226,25,8.692307692307692,5
48258,Спасибо. Замечательный практико-ориентированный вебинар,0,0,0,0,1,0,55,2,2,55,4,11.0,0
148391,"Стала понимать, как работают микровзаимодействия: например, когда встречаешь в статье ""подробнее"", и если нажать на эту кнопку, то по какому принципу открывается весь текст, или при нажатии на ""like"" меняется число ""лайкнувших"" и  сердечко меняет цвет. ",0,1,0,0,0,0,253,1,13,253,36,6.837837837837838,13
148391,"При разработке собственного приложения можно смело применять полученные знания по анимации интерфейсов, микровзаимодействий, данные в этом мастер-классе.",0,1,0,0,0,0,153,1,4,153,17,8.5,5
145442,*,0,1,0,0,0,0,1,0,1,1,1,0.5,0
145442,*,0,1,0,0,0,0,1,0,1,1,1,0.5,0
145442,*,0,1,0,0,0,0,1,0,1,1,1,0.5,0
114371,*,0,1,0,0,0,0,1,0,1,1,1,0.5,0
114371,*,0,1,0,0,0,0,1,0,1,1,1,0.5,0
114371,*,0,1,0,0,0,0,1,0,1,1,1,0.5,0
141948,"Было сложно и не понятно тем, кто впервые столкнулся с данной технологией",0,1,0,0,0,0,73,1,1,73,12,5.615384615384615,5
77106,1,0,1,0,0,0,0,1,0,0,1,1,0.5,0
77106,1,0,1,0,0,0,0,1,0,0,1,1,0.5,0
77106,1,0,1,0,0,0,0,1,0,0,1,1,0.5,0
141806,Узнала новую полезную информацию,0,1,0,0,0,0,32,1,0,32,4,6.4,0
141806,"Ценность в том, что мы можем применить эти знания на практике",0,1,0,0,0,0,61,1,1,61,11,5.083333333333333,5
141806,Всё хорошо,0,0,1,0,0,0,10,1,0,10,2,3.3333333333333335,1
147184,я научился презентовать проект,0,1,0,0,0,0,30,0,0,30,4,6.0,1
141774,"организации своей деятельности и слаженной работы команды, профессиональные навыки",0,1,0,0,0,0,82,0,1,82,9,8.2,1
141774,"Да, это пригодится в жизни",0,1,0,0,0,0,26,1,1,26,5,4.333333333333333,1
76940,Углубила свои знания в этой области ,0,1,0,0,0,1,36,1,0,36,6,5.142857142857143,2
76940,"Ценность несомненно была. Выражается в том, что в будущем буду грамотнее ставить цели, задачи и тд",0,1,0,0,0,0,98,2,3,98,16,5.764705882352941,4
76940,"Данная тема очень полезна для тех, кто участвует в исследовательских проектах. ",0,1,0,0,0,0,79,1,2,79,11,6.583333333333333,3
143408,Систематизировала имеющиеся теоретические знания относительно выстраивания структуры исследовательского проекта.,0,1,0,0,0,0,112,1,1,112,9,11.2,0
143408,"Ценность была в определении основных пунктов исследовательского проекта, которые необходимо обсудить с проектной командой и прописать дизайн исследования.",0,1,0,0,0,0,154,1,2,154,18,8.105263157894736,4
143408,"Презентация Людмилы Александровны является отправной точкой при написании структуры исследовательского проекта, а также своих научных работ и статей. Лекция позволяет выстроить определенную логику исследования и понять дальнейшие пути развития проекта.",0,1,0,0,0,0,252,4,3,252,30,8.129032258064516,4
141948,"Возможно лучше акцентировать внимание на самих анализах. Самые распространенные, их этапы.",0,1,0,0,0,0,90,2,3,90,11,7.5,3
114371,*,0,1,0,0,0,0,1,0,1,1,1,0.5,0
114371,*,0,1,0,0,0,0,1,0,1,1,1,0.5,0
114371,*,0,1,0,0,0,0,1,0,1,1,1,0.5,0
144279,Расширилось представление,0,1,0,0,0,0,25,1,0,25,2,8.333333333333334,0
144279,Да. ценность есть.,0,1,0,0,0,0,18,1,2,18,3,4.5,0
144279,рекомендую для большей аудитории студентов,0,1,0,0,0,0,42,0,0,42,5,7.0,1
145442,*,0,1,0,0,0,0,1,0,1,1,1,0.5,0
145442,*,0,1,0,0,0,0,1,0,1,1,1,0.5,0
145528,"Ценность есть в любом занятии. Именно эта лекция просветили саму организацию работы, то с чего надо начать. Проще сказать это занятие дало основу, помогло разобрать в азах исследовательских работ",0,1,0,0,0,0,195,3,4,195,29,6.5,7
145528,.,0,1,0,0,0,0,1,0,1,1,1,0.5,0
143800,"Систематизация и расширение знаний о дизайне научного исследования : какая выборка испытуемых, как осуществляется формулирование целей и гипотезы исследования и т.д ",0,1,0,0,0,0,165,1,3,165,21,7.5,6
143800,Определённо да!,0,1,0,0,0,0,15,1,1,15,2,5.0,0
143800,Было весьма увлекательно и познавательно ,0,0,1,0,0,0,41,1,0,41,5,6.833333333333333,2
145990,"Как правильно рассматривать теорию исследования, в какой последовательности все выполнять",0,1,0,0,0,0,89,1,1,89,10,8.090909090909092,4
145990,"Это пригодится не только для исследовательского проекта, но и для написания курсовых/статей в университете",0,1,0,0,0,0,106,1,2,106,14,7.066666666666666,7
145990,"Все понравилось, спасибо!",0,0,1,0,0,0,25,1,2,25,3,6.25,1
147653,"Получила общее понимание оценивания места моего продукта на рынке, анализа нужной рекламы/инвесторов",0,1,0,0,0,0,100,1,2,100,12,7.6923076923076925,1
114371,*,0,1,0,0,0,0,1,0,1,1,1,0.5,0
114371,*,0,1,0,0,0,0,1,0,1,1,1,0.5,0
114371,*,0,1,0,0,0,0,1,0,1,1,1,0.5,0
145442,*,0,1,0,0,0,0,1,0,1,1,1,0.5,0
145442,*,0,1,0,0,0,0,1,0,1,1,1,0.5,0
145442,*,0,1,0,0,0,0,1,0,1,1,1,0.5,0
145687,"Научилась, описывать клиента, оценивать, какой ущерб может понести клиент, какие могут возникать проблемы, как помочь исправить ситуацию, как можно продавать дороже",0,1,0,0,0,1,164,1,6,164,21,7.454545454545454,5
145687,"Да, данные навыки помогут мне в продвижении собственных проектов.",0,1,0,0,0,0,65,1,2,65,9,6.5,2
145687,"Было познавательно и увлекательно, достаточное количество примеров пришлось кстати.",0,1,0,0,0,0,83,1,2,83,9,8.3,2
141388,Основам составления бизнес модели и ценностного предложения,0,1,0,0,0,0,59,1,0,59,7,7.375,1
141388,Данные знания полезны при создании продукта и выпуске на рынок,0,1,0,0,0,0,62,1,0,62,10,5.636363636363637,3
141388,Хотелось бы больше таких интересных мероприятий,0,1,0,0,0,0,47,1,0,47,6,6.714285714285714,2
85513,"Увидела для себя большую ценность. Пусть даже в настоящем интенсиве бизнес-модель моего проекта не совсем удастся представить, зато это отличное подспорье в жизни. Все логично и взаимосвязано, а потому понятно. Рассмотрели множество примеров.",0,1,0,0,0,0,242,4,7,242,33,7.117647058823529,11
85513,Было интересно! ,0,0,1,0,0,0,16,1,1,16,2,5.333333333333333,1
145990,"Проблемы, ценностное предложение, монетация и планирование",0,1,0,0,0,0,58,1,2,58,6,8.285714285714286,1
145990,"Очень полезная информация при создании собственного продукта, важные факторы, которые следует учитывать",0,1,0,0,0,0,103,1,2,103,12,7.923076923076923,1
143481,"Понял бизнес-модели Lean по методу Ash Maurya, модели монетизации и позиционирования, как зарабатывать на своем проекте, как в любых презентациях, рекламе и продажах донести в голову клиенту или заказчику информацию о том, как решается его проблема. 
",0,1,0,0,0,0,251,4,7,251,36,6.783783783783784,12
143481,Ценность выражается в знаниях и в том что я смогу быстро решить проблемы возникающие по этой теме.,0,1,0,0,0,0,98,1,1,98,17,5.444444444444445,8
143481,Все хорошо. Пожеланий нет.,0,0,1,0,0,0,26,2,2,26,4,5.2,1
144105,Изучил такие модели как монетизация и позиционирование. Научился строить бизнес-модель проекта. Узнал подробнее о ценности предложения.,0,1,0,0,0,0,135,3,4,135,16,7.9411764705882355,3
144105,"Да, я получил новые знания в области проектирования бизнес-модели.",0,1,0,0,0,0,66,1,3,66,9,6.6,2
144105,Все прекрасно,0,0,1,0,0,0,13,1,0,13,2,4.333333333333333,1
